segment_path,source_file,speaker,original_id,segment_index,start_sample,target_class,risk_score,binary_confidence,agreement,emotion_vote,num_responses,A,D,F,H,N,S
voicevote_v61/risk/1001__1001_TIE_FEA_XX__seg00.wav,1001_TIE_FEA_XX.wav,1001,1001_TIE_FEA_XX,0,0,risk,0.80000000,0.80000000,0.63636364,A,11,7,1,1,0,2,0
voicevote_v61/risk/1001__1001_TIE_FEA_XX__seg01.wav,1001_TIE_FEA_XX.wav,1001,1001_TIE_FEA_XX,1,8000,risk,0.80000000,0.80000000,0.63636364,A,11,7,1,1,0,2,0
voicevote_v61/risk/1001__1001_TIE_FEA_XX__seg02.wav,1001_TIE_FEA_XX.wav,1001,1001_TIE_FEA_XX,2,16000,risk,0.80000000,0.80000000,0.63636364,A,11,7,1,1,0,2,0
voicevote_v61/non_risk/1001__1001_TIE_NEU_XX__seg00.wav,1001_TIE_NEU_XX.wav,1001,1001_TIE_NEU_XX,0,0,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TIE_NEU_XX__seg01.wav,1001_TIE_NEU_XX.wav,1001,1001_TIE_NEU_XX,1,8000,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TIE_NEU_XX__seg02.wav,1001_TIE_NEU_XX.wav,1001,1001_TIE_NEU_XX,2,16000,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TIE_NEU_XX__seg03.wav,1001_TIE_NEU_XX.wav,1001,1001_TIE_NEU_XX,3,24000,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TIE_SAD_XX__seg00.wav,1001_TIE_SAD_XX.wav,1001,1001_TIE_SAD_XX,0,0,non_risk,0.11111111,0.88888889,0.80000000,N,10,0,1,1,0,8,0
voicevote_v61/non_risk/1001__1001_TIE_SAD_XX__seg01.wav,1001_TIE_SAD_XX.wav,1001,1001_TIE_SAD_XX,1,8000,non_risk,0.11111111,0.88888889,0.80000000,N,10,0,1,1,0,8,0
voicevote_v61/non_risk/1001__1001_TIE_SAD_XX__seg02.wav,1001_TIE_SAD_XX.wav,1001,1001_TIE_SAD_XX,2,16000,non_risk,0.11111111,0.88888889,0.80000000,N,10,0,1,1,0,8,0
voicevote_v61/non_risk/1001__1001_TIE_SAD_XX__seg03.wav,1001_TIE_SAD_XX.wav,1001,1001_TIE_SAD_XX,3,24000,non_risk,0.11111111,0.88888889,0.80000000,N,10,0,1,1,0,8,0
voicevote_v61/non_risk/1001__1001_TIE_SAD_XX__seg04.wav,1001_TIE_SAD_XX.wav,1001,1001_TIE_SAD_XX,4,32000,non_risk,0.11111111,0.88888889,0.80000000,N,10,0,1,1,0,8,0
voicevote_v61/risk/1001__1001_TSI_FEA_XX__seg00.wav,1001_TSI_FEA_XX.wav,1001,1001_TSI_FEA_XX,0,0,risk,0.87500000,0.87500000,0.87500000,F,8,0,0,7,0,1,0
voicevote_v61/risk/1001__1001_TSI_FEA_XX__seg01.wav,1001_TSI_FEA_XX.wav,1001,1001_TSI_FEA_XX,1,8000,risk,0.87500000,0.87500000,0.87500000,F,8,0,0,7,0,1,0
voicevote_v61/risk/1001__1001_TSI_FEA_XX__seg02.wav,1001_TSI_FEA_XX.wav,1001,1001_TSI_FEA_XX,2,16000,risk,0.87500000,0.87500000,0.87500000,F,8,0,0,7,0,1,0
voicevote_v61/non_risk/1001__1001_TSI_NEU_XX__seg00.wav,1001_TSI_NEU_XX.wav,1001,1001_TSI_NEU_XX,0,0,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TSI_NEU_XX__seg01.wav,1001_TSI_NEU_XX.wav,1001,1001_TSI_NEU_XX,1,8000,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TSI_NEU_XX__seg02.wav,1001_TSI_NEU_XX.wav,1001,1001_TSI_NEU_XX,2,16000,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_TSI_NEU_XX__seg03.wav,1001_TSI_NEU_XX.wav,1001,1001_TSI_NEU_XX,3,24000,non_risk,0.00000000,1.00000000,1.00000000,N,10,0,0,0,0,10,0
voicevote_v61/non_risk/1001__1001_WSI_DIS_XX__seg00.wav,1001_WSI_DIS_XX.wav,1001,1001_WSI_DIS_XX,0,0,non_risk,0.28571429,0.71428571,0.55555556,N,9,2,2,0,0,5,0
voicevote_v61/non_risk/1001__1001_WSI_DIS_XX__seg01.wav,1001_WSI_DIS_XX.wav,1001,1001_WSI_DIS_XX,1,8000,non_risk,0.28571429,0.71428571,0.55555556,N,9,2,2,0,0,5,0
voicevote_v61/non_risk/1001__1001_WSI_DIS_XX__seg02.wav,1001_WSI_DIS_XX.wav,1001,1001_WSI_DIS_XX,2,16000,non_risk,0.28571429,0.71428571,0.55555556,N,9,2,2,0,0,5,0
voicevote_v61/non_risk/1001__1001_WSI_DIS_XX__seg03.wav,1001_WSI_DIS_XX.wav,1001,1001_WSI_DIS_XX,3,24000,non_risk,0.28571429,0.71428571,0.55555556,N,9,2,2,0,0,5,0
voicevote_v61/risk/1001__1001_WSI_FEA_XX__seg00.wav,1001_WSI_FEA_XX.wav,1001,1001_WSI_FEA_XX,0,0,risk,1.00000000,1.00000000,0.77777778,A,9,7,2,0,0,0,0
voicevote_v61/risk/1001__1001_WSI_FEA_XX__seg01.wav,1001_WSI_FEA_XX.wav,1001,1001_WSI_FEA_XX,1,8000,risk,1.00000000,1.00000000,0.77777778,A,9,7,2,0,0,0,0
voicevote_v61/risk/1001__1001_WSI_FEA_XX__seg02.wav,1001_WSI_FEA_XX.wav,1001,1001_WSI_FEA_XX,2,16000,risk,1.00000000,1.00000000,0.77777778,A,9,7,2,0,0,0,0
voicevote_v61/risk/1001__1001_WSI_FEA_XX__seg03.wav,1001_WSI_FEA_XX.wav,1001,1001_WSI_FEA_XX,3,24000,risk,1.00000000,1.00000000,0.77777778,A,9,7,2,0,0,0,0
voicevote_v61/non_risk/1001__1001_WSI_NEU_XX__seg00.wav,1001_WSI_NEU_XX.wav,1001,1001_WSI_NEU_XX,0,0,non_risk,0.12500000,0.87500000,0.87500000,N,8,1,0,0,0,7,0
voicevote_v61/non_risk/1001__1001_WSI_NEU_XX__seg01.wav,1001_WSI_NEU_XX.wav,1001,1001_WSI_NEU_XX,1,8000,non_risk,0.12500000,0.87500000,0.87500000,N,8,1,0,0,0,7,0
voicevote_v61/non_risk/1001__1001_WSI_NEU_XX__seg02.wav,1001_WSI_NEU_XX.wav,1001,1001_WSI_NEU_XX,2,16000,non_risk,0.12500000,0.87500000,0.87500000,N,8,1,0,0,0,7,0
voicevote_v61/non_risk/1001__1001_WSI_NEU_XX__seg03.wav,1001_WSI_NEU_XX.wav,1001,1001_WSI_NEU_XX,3,24000,non_risk,0.12500000,0.87500000,0.87500000,N,8,1,0,0,0,7,0
voicevote_v61/non_risk/1001__1001_WSI_SAD_XX__seg00.wav,1001_WSI_SAD_XX.wav,1001,1001_WSI_SAD_XX,0,0,non_risk,0.25000000,0.75000000,0.66666667,N,9,2,1,0,0,6,0
voicevote_v61/non_risk/1001__1001_WSI_SAD_XX__seg01.wav,1001_WSI_SAD_XX.wav,1001,1001_WSI_SAD_XX,1,8000,non_risk,0.25000000,0.75000000,0.66666667,N,9,2,1,0,0,6,0
voicevote_v61/non_risk/1001__1001_WSI_SAD_XX__seg02.wav,1001_WSI_SAD_XX.wav,1001,1001_WSI_SAD_XX,2,16000,non_risk,0.25000000,0.75000000,0.66666667,N,9,2,1,0,0,6,0
voicevote_v61/non_risk/1001__1001_WSI_SAD_XX__seg03.wav,1001_WSI_SAD_XX.wav,1001,1001_WSI_SAD_XX,3,24000,non_risk,0.25000000,0.75000000,0.66666667,N,9,2,1,0,0,6,0
voicevote_v61/risk/1002__1002_DFA_ANG_XX__seg00.wav,1002_DFA_ANG_XX.wav,1002,1002_DFA_ANG_XX,0,0,risk,0.75000000,0.75000000,0.75000000,A,8,6,0,0,0,2,0
voicevote_v61/risk/1002__1002_DFA_ANG_XX__seg01.wav,1002_DFA_ANG_XX.wav,1002,1002_DFA_ANG_XX,1,8000,risk,0.75000000,0.75000000,0.75000000,A,8,6,0,0,0,2,0
voicevote_v61/risk/1002__1002_DFA_ANG_XX__seg02.wav,1002_DFA_ANG_XX.wav,1002,1002_DFA_ANG_XX,2,16000,risk,0.75000000,0.75000000,0.75000000,A,8,6,0,0,0,2,0
voicevote_v61/risk/1002__1002_DFA_ANG_XX__seg03.wav,1002_DFA_ANG_XX.wav,1002,1002_DFA_ANG_XX,3,24000,risk,0.75000000,0.75000000,0.75000000,A,8,6,0,0,0,2,0
voicevote_v61/risk/1002__1002_DFA_FEA_XX__seg00.wav,1002_DFA_FEA_XX.wav,1002,1002_DFA_FEA_XX,0,0,risk,0.88888889,0.88888889,0.88888889,F,9,0,0,8,0,1,0
voicevote_v61/risk/1002__1002_DFA_FEA_XX__seg01.wav,1002_DFA_FEA_XX.wav,1002,1002_DFA_FEA_XX,1,8000,risk,0.88888889,0.88888889,0.88888889,F,9,0,0,8,0,1,0
voicevote_v61/risk/1002__1002_DFA_FEA_XX__seg02.wav,1002_DFA_FEA_XX.wav,1002,1002_DFA_FEA_XX,2,16000,risk,0.88888889,0.88888889,0.88888889,F,9,0,0,8,0,1,0
voicevote_v61/risk/1002__1002_DFA_FEA_XX__seg03.wav,1002_DFA_FEA_XX.wav,1002,1002_DFA_FEA_XX,3,24000,risk,0.88888889,0.88888889,0.88888889,F,9,0,0,8,0,1,0
voicevote_v61/non_risk/1002__1002_DFA_HAP_XX__seg00.wav,1002_DFA_HAP_XX.wav,1002,1002_DFA_HAP_XX,0,0,non_risk,0.10000000,0.90000000,0.70000000,H,10,0,0,1,7,2,0
voicevote_v61/non_risk/1002__1002_DFA_HAP_XX__seg01.wav,1002_DFA_HAP_XX.wav,1002,1002_DFA_HAP_XX,1,8000,non_risk,0.10000000,0.90000000,0.70000000,H,10,0,0,1,7,2,0
voicevote_v61/non_risk/1002__1002_DFA_HAP_XX__seg02.wav,1002_DFA_HAP_XX.wav,1002,1002_DFA_HAP_XX,2,16000,non_risk,0.10000000,0.90000000,0.70000000,H,10,0,0,1,7,2,0
voicevote_v61/non_risk/1002__1002_DFA_NEU_XX__seg00.wav,1002_DFA_NEU_XX.wav,1002,1002_DFA_NEU_XX,0,0,non_risk,0.27272727,0.72727273,0.72727273,N,11,0,0,0,0,8,3
voicevote_v61/non_risk/1002__1002_DFA_NEU_XX__seg01.wav,1002_DFA_NEU_XX.wav,1002,1002_DFA_NEU_XX,1,8000,non_risk,0.27272727,0.72727273,0.72727273,N,11,0,0,0,0,8,3
voicevote_v61/non_risk/1002__1002_DFA_NEU_XX__seg02.wav,1002_DFA_NEU_XX.wav,1002,1002_DFA_NEU_XX,2,16000,non_risk,0.27272727,0.72727273,0.72727273,N,11,0,0,0,0,8,3
voicevote_v61/non_risk/1002__1002_DFA_NEU_XX__seg03.wav,1002_DFA_NEU_XX.wav,1002,1002_DFA_NEU_XX,3,24000,non_risk,0.27272727,0.72727273,0.72727273,N,11,0,0,0,0,8,3
voicevote_v61/non_risk/1002__1002_DFA_SAD_XX__seg00.wav,1002_DFA_SAD_XX.wav,1002,1002_DFA_SAD_XX,0,0,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,0,0,7,2
voicevote_v61/non_risk/1002__1002_DFA_SAD_XX__seg01.wav,1002_DFA_SAD_XX.wav,1002,1002_DFA_SAD_XX,1,8000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,0,0,7,2
voicevote_v61/non_risk/1002__1002_DFA_SAD_XX__seg02.wav,1002_DFA_SAD_XX.wav,1002,1002_DFA_SAD_XX,2,16000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,0,0,7,2
voicevote_v61/non_risk/1002__1002_DFA_SAD_XX__seg03.wav,1002_DFA_SAD_XX.wav,1002,1002_DFA_SAD_XX,3,24000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,0,0,7,2
voicevote_v61/risk/1002__1002_IEO_ANG_LO__seg00.wav,1002_IEO_ANG_LO.wav,1002,1002_IEO_ANG_LO,0,0,risk,1.00000000,1.00000000,0.70000000,A,10,7,2,1,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_LO__seg01.wav,1002_IEO_ANG_LO.wav,1002,1002_IEO_ANG_LO,1,8000,risk,1.00000000,1.00000000,0.70000000,A,10,7,2,1,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_LO__seg02.wav,1002_IEO_ANG_LO.wav,1002,1002_IEO_ANG_LO,2,16000,risk,1.00000000,1.00000000,0.70000000,A,10,7,2,1,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_LO__seg03.wav,1002_IEO_ANG_LO.wav,1002,1002_IEO_ANG_LO,3,24000,risk,1.00000000,1.00000000,0.70000000,A,10,7,2,1,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_MD__seg00.wav,1002_IEO_ANG_MD.wav,1002,1002_IEO_ANG_MD,0,0,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_MD__seg01.wav,1002_IEO_ANG_MD.wav,1002,1002_IEO_ANG_MD,1,8000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_MD__seg02.wav,1002_IEO_ANG_MD.wav,1002,1002_IEO_ANG_MD,2,16000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_MD__seg03.wav,1002_IEO_ANG_MD.wav,1002,1002_IEO_ANG_MD,3,24000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IEO_ANG_MD__seg04.wav,1002_IEO_ANG_MD.wav,1002,1002_IEO_ANG_MD,4,32000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/non_risk/1002__1002_IEO_DIS_HI__seg00.wav,1002_IEO_DIS_HI.wav,1002,1002_IEO_DIS_HI,0,0,non_risk,0.25000000,0.75000000,0.75000000,N,8,0,0,2,0,6,0
voicevote_v61/non_risk/1002__1002_IEO_DIS_HI__seg01.wav,1002_IEO_DIS_HI.wav,1002,1002_IEO_DIS_HI,1,8000,non_risk,0.25000000,0.75000000,0.75000000,N,8,0,0,2,0,6,0
voicevote_v61/non_risk/1002__1002_IEO_DIS_HI__seg02.wav,1002_IEO_DIS_HI.wav,1002,1002_IEO_DIS_HI,2,16000,non_risk,0.25000000,0.75000000,0.75000000,N,8,0,0,2,0,6,0
voicevote_v61/non_risk/1002__1002_IEO_DIS_HI__seg03.wav,1002_IEO_DIS_HI.wav,1002,1002_IEO_DIS_HI,3,24000,non_risk,0.25000000,0.75000000,0.75000000,N,8,0,0,2,0,6,0
voicevote_v61/non_risk/1002__1002_IEO_DIS_HI__seg04.wav,1002_IEO_DIS_HI.wav,1002,1002_IEO_DIS_HI,4,32000,non_risk,0.25000000,0.75000000,0.75000000,N,8,0,0,2,0,6,0
voicevote_v61/non_risk/1002__1002_IEO_DIS_LO__seg00.wav,1002_IEO_DIS_LO.wav,1002,1002_IEO_DIS_LO,0,0,non_risk,0.16666667,0.83333333,0.71428571,N,7,0,1,0,0,5,1
voicevote_v61/non_risk/1002__1002_IEO_DIS_LO__seg01.wav,1002_IEO_DIS_LO.wav,1002,1002_IEO_DIS_LO,1,8000,non_risk,0.16666667,0.83333333,0.71428571,N,7,0,1,0,0,5,1
voicevote_v61/non_risk/1002__1002_IEO_DIS_LO__seg02.wav,1002_IEO_DIS_LO.wav,1002,1002_IEO_DIS_LO,2,16000,non_risk,0.16666667,0.83333333,0.71428571,N,7,0,1,0,0,5,1
voicevote_v61/non_risk/1002__1002_IEO_DIS_LO__seg03.wav,1002_IEO_DIS_LO.wav,1002,1002_IEO_DIS_LO,3,24000,non_risk,0.16666667,0.83333333,0.71428571,N,7,0,1,0,0,5,1
voicevote_v61/non_risk/1002__1002_IEO_DIS_LO__seg04.wav,1002_IEO_DIS_LO.wav,1002,1002_IEO_DIS_LO,4,32000,non_risk,0.16666667,0.83333333,0.71428571,N,7,0,1,0,0,5,1
voicevote_v61/risk/1002__1002_IEO_FEA_LO__seg00.wav,1002_IEO_FEA_LO.wav,1002,1002_IEO_FEA_LO,0,0,risk,0.71428571,0.71428571,0.62500000,F,8,0,1,5,0,2,0
voicevote_v61/risk/1002__1002_IEO_FEA_LO__seg01.wav,1002_IEO_FEA_LO.wav,1002,1002_IEO_FEA_LO,1,8000,risk,0.71428571,0.71428571,0.62500000,F,8,0,1,5,0,2,0
voicevote_v61/risk/1002__1002_IEO_FEA_LO__seg02.wav,1002_IEO_FEA_LO.wav,1002,1002_IEO_FEA_LO,2,16000,risk,0.71428571,0.71428571,0.62500000,F,8,0,1,5,0,2,0
voicevote_v61/risk/1002__1002_IEO_FEA_LO__seg03.wav,1002_IEO_FEA_LO.wav,1002,1002_IEO_FEA_LO,3,24000,risk,0.71428571,0.71428571,0.62500000,F,8,0,1,5,0,2,0
voicevote_v61/non_risk/1002__1002_IEO_HAP_MD__seg00.wav,1002_IEO_HAP_MD.wav,1002,1002_IEO_HAP_MD,0,0,non_risk,0.12500000,0.87500000,0.66666667,N,9,1,1,0,1,6,0
voicevote_v61/non_risk/1002__1002_IEO_HAP_MD__seg01.wav,1002_IEO_HAP_MD.wav,1002,1002_IEO_HAP_MD,1,8000,non_risk,0.12500000,0.87500000,0.66666667,N,9,1,1,0,1,6,0
voicevote_v61/non_risk/1002__1002_IEO_HAP_MD__seg02.wav,1002_IEO_HAP_MD.wav,1002,1002_IEO_HAP_MD,2,16000,non_risk,0.12500000,0.87500000,0.66666667,N,9,1,1,0,1,6,0
voicevote_v61/non_risk/1002__1002_IEO_HAP_MD__seg03.wav,1002_IEO_HAP_MD.wav,1002,1002_IEO_HAP_MD,3,24000,non_risk,0.12500000,0.87500000,0.66666667,N,9,1,1,0,1,6,0
voicevote_v61/non_risk/1002__1002_IEO_NEU_XX__seg00.wav,1002_IEO_NEU_XX.wav,1002,1002_IEO_NEU_XX,0,0,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,1,0,8,0
voicevote_v61/non_risk/1002__1002_IEO_NEU_XX__seg01.wav,1002_IEO_NEU_XX.wav,1002,1002_IEO_NEU_XX,1,8000,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,1,0,8,0
voicevote_v61/non_risk/1002__1002_IEO_NEU_XX__seg02.wav,1002_IEO_NEU_XX.wav,1002,1002_IEO_NEU_XX,2,16000,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,1,0,8,0
voicevote_v61/non_risk/1002__1002_IEO_NEU_XX__seg03.wav,1002_IEO_NEU_XX.wav,1002,1002_IEO_NEU_XX,3,24000,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,1,0,8,0
voicevote_v61/risk/1002__1002_IOM_ANG_XX__seg00.wav,1002_IOM_ANG_XX.wav,1002,1002_IOM_ANG_XX,0,0,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IOM_ANG_XX__seg01.wav,1002_IOM_ANG_XX.wav,1002,1002_IOM_ANG_XX,1,8000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IOM_ANG_XX__seg02.wav,1002_IOM_ANG_XX.wav,1002,1002_IOM_ANG_XX,2,16000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IOM_ANG_XX__seg03.wav,1002_IOM_ANG_XX.wav,1002,1002_IOM_ANG_XX,3,24000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/risk/1002__1002_IOM_ANG_XX__seg04.wav,1002_IOM_ANG_XX.wav,1002,1002_IOM_ANG_XX,4,32000,risk,1.00000000,1.00000000,0.80000000,A,10,8,2,0,0,0,0
voicevote_v61/non_risk/1002__1002_IOM_HAP_XX__seg00.wav,1002_IOM_HAP_XX.wav,1002,1002_IOM_HAP_XX,0,0,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1002__1002_IOM_HAP_XX__seg01.wav,1002_IOM_HAP_XX.wav,1002,1002_IOM_HAP_XX,1,8000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1002__1002_IOM_HAP_XX__seg02.wav,1002_IOM_HAP_XX.wav,1002,1002_IOM_HAP_XX,2,16000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1002__1002_IOM_HAP_XX__seg03.wav,1002_IOM_HAP_XX.wav,1002,1002_IOM_HAP_XX,3,24000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1002__1002_IOM_NEU_XX__seg00.wav,1002_IOM_NEU_XX.wav,1002,1002_IOM_NEU_XX,0,0,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_NEU_XX__seg01.wav,1002_IOM_NEU_XX.wav,1002,1002_IOM_NEU_XX,1,8000,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_NEU_XX__seg02.wav,1002_IOM_NEU_XX.wav,1002,1002_IOM_NEU_XX,2,16000,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_NEU_XX__seg03.wav,1002_IOM_NEU_XX.wav,1002,1002_IOM_NEU_XX,3,24000,non_risk,0.11111111,0.88888889,0.88888889,N,9,0,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_SAD_XX__seg00.wav,1002_IOM_SAD_XX.wav,1002,1002_IOM_SAD_XX,0,0,non_risk,0.20000000,0.80000000,0.80000000,N,10,1,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_SAD_XX__seg01.wav,1002_IOM_SAD_XX.wav,1002,1002_IOM_SAD_XX,1,8000,non_risk,0.20000000,0.80000000,0.80000000,N,10,1,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_SAD_XX__seg02.wav,1002_IOM_SAD_XX.wav,1002,1002_IOM_SAD_XX,2,16000,non_risk,0.20000000,0.80000000,0.80000000,N,10,1,0,0,0,8,1
voicevote_v61/non_risk/1002__1002_IOM_SAD_XX__seg03.wav,1002_IOM_SAD_XX.wav,1002,1002_IOM_SAD_XX,3,24000,non_risk,0.20000000,0.80000000,0.80000000,N,10,1,0,0,0,8,1
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg00.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,0,0,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg01.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,1,8000,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg02.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,2,16000,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg03.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,3,24000,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg04.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,4,32000,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg05.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,5,40000,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_DIS_XX__seg06.wav,1002_ITH_DIS_XX.wav,1002,1002_ITH_DIS_XX,6,48000,risk,0.83333333,0.83333333,0.37500000,S,8,1,2,1,0,1,3
voicevote_v61/risk/1002__1002_ITH_FEA_XX__seg00.wav,1002_ITH_FEA_XX.wav,1002,1002_ITH_FEA_XX,0,0,risk,0.90000000,0.90000000,0.70000000,F,10,0,0,7,0,1,2
voicevote_v61/risk/1002__1002_ITH_FEA_XX__seg01.wav,1002_ITH_FEA_XX.wav,1002,1002_ITH_FEA_XX,1,8000,risk,0.90000000,0.90000000,0.70000000,F,10,0,0,7,0,1,2
voicevote_v61/risk/1002__1002_ITH_FEA_XX__seg02.wav,1002_ITH_FEA_XX.wav,1002,1002_ITH_FEA_XX,2,16000,risk,0.90000000,0.90000000,0.70000000,F,10,0,0,7,0,1,2
voicevote_v61/risk/1002__1002_ITH_FEA_XX__seg03.wav,1002_ITH_FEA_XX.wav,1002,1002_ITH_FEA_XX,3,24000,risk,0.90000000,0.90000000,0.70000000,F,10,0,0,7,0,1,2
voicevote_v61/risk/1002__1002_ITH_FEA_XX__seg04.wav,1002_ITH_FEA_XX.wav,1002,1002_ITH_FEA_XX,4,32000,risk,0.90000000,0.90000000,0.70000000,F,10,0,0,7,0,1,2
voicevote_v61/risk/1002__1002_ITH_FEA_XX__seg05.wav,1002_ITH_FEA_XX.wav,1002,1002_ITH_FEA_XX,5,40000,risk,0.90000000,0.90000000,0.70000000,F,10,0,0,7,0,1,2
voicevote_v61/non_risk/1002__1002_ITH_NEU_XX__seg00.wav,1002_ITH_NEU_XX.wav,1002,1002_ITH_NEU_XX,0,0,non_risk,0.11111111,0.88888889,0.77777778,N,9,0,0,1,1,7,0
voicevote_v61/non_risk/1002__1002_ITH_NEU_XX__seg01.wav,1002_ITH_NEU_XX.wav,1002,1002_ITH_NEU_XX,1,8000,non_risk,0.11111111,0.88888889,0.77777778,N,9,0,0,1,1,7,0
voicevote_v61/non_risk/1002__1002_ITH_NEU_XX__seg02.wav,1002_ITH_NEU_XX.wav,1002,1002_ITH_NEU_XX,2,16000,non_risk,0.11111111,0.88888889,0.77777778,N,9,0,0,1,1,7,0
voicevote_v61/non_risk/1002__1002_ITH_NEU_XX__seg03.wav,1002_ITH_NEU_XX.wav,1002,1002_ITH_NEU_XX,3,24000,non_risk,0.11111111,0.88888889,0.77777778,N,9,0,0,1,1,7,0
voicevote_v61/risk/1002__1002_ITS_FEA_XX__seg00.wav,1002_ITS_FEA_XX.wav,1002,1002_ITS_FEA_XX,0,0,risk,1.00000000,1.00000000,0.70000000,F,10,1,1,7,0,0,1
voicevote_v61/risk/1002__1002_ITS_FEA_XX__seg01.wav,1002_ITS_FEA_XX.wav,1002,1002_ITS_FEA_XX,1,8000,risk,1.00000000,1.00000000,0.70000000,F,10,1,1,7,0,0,1
voicevote_v61/risk/1002__1002_ITS_FEA_XX__seg02.wav,1002_ITS_FEA_XX.wav,1002,1002_ITS_FEA_XX,2,16000,risk,1.00000000,1.00000000,0.70000000,F,10,1,1,7,0,0,1
voicevote_v61/risk/1002__1002_ITS_FEA_XX__seg03.wav,1002_ITS_FEA_XX.wav,1002,1002_ITS_FEA_XX,3,24000,risk,1.00000000,1.00000000,0.70000000,F,10,1,1,7,0,0,1
